kakao_id,name,category,region,phone,url,lat,lng,raw_category,style,district,price_min,price_max,description,rating,review_count
1135754212,라앤디스튜디오,studio,서울 강남구 역삼동 614-3,070-4803-8912,http://place.map.kakao.com/1135754212,37.50397321742243,127.02920694202676,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""럭셔리""}",강남구,100,300,라앤디스튜디오는 다양한 스타일의 웨딩 촬영을 전문으로 하는 스튜디오입니다.,,0
1041812329,스투디오사이,studio,서울 강남구 삼성동 85-17,02-2138-3442,http://place.map.kakao.com/1041812329,37.518066421161,127.060766385144,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",강남구,100,300,스투디오사는 다양한 스타일의 웨딩 촬영을 제공하는 현대적인 웨딩 스튜디오입니다.,,0
756016643,로라스튜디오,studio,서울 강남구 논현동 249-13,02-518-0960,http://place.map.kakao.com/756016643,37.5121153813836,127.036469379103,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,로라스튜디오는 현대적이고 감성적인 웨딩 촬영을 전문으로 하는 스튜디오입니다.,,0
7870212,메이스튜디오,studio,서울 강남구 신사동 646-2,,http://place.map.kakao.com/7870212,37.5256684299326,127.035952191457,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",강남구,100,300,모던하고 내추럴한 느낌의 웨딩 촬영을 전문으로 하는 스튜디오.,,0
27136954,브라이드메이,studio,서울 강남구 청담동 11-23,02-3445-0054,http://place.map.kakao.com/27136954,37.521813626114955,127.04709969822304,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""럭셔리""}",강남구,100,300,고급스러운 분위기의 웨딩스튜디오,,0
171595297,스튜디오네쥬,studio,서울 강남구 논현동 29-9,02-516-8885,http://place.map.kakao.com/171595297,37.5158082064806,127.027993321701,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,스튜디오네쥬는 세련된 모던함과 로맨틱한 스타일을 지닌 웨딩 스튜디오입니다.,,0
7914384,사계절스튜디오,studio,서울 강남구 논현동 159-3,02-543-2731,http://place.map.kakao.com/7914384,37.50953769984504,127.02587819703027,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""로맨틱""}",강남구,100,300,사계절스튜디오는 다양한 스타일을 제공하는 웨딩 전문 스튜디오입니다.,,0
932510662,바시움스튜디오,studio,서울 강남구 논현동 268-6,02-6204-7070,http://place.map.kakao.com/932510662,37.5118952861453,127.04260083281,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""럭셔리""}",강남구,100,300,세련된 감각과 고급스러운 분위기를 갖춘 웨딩스튜디오,,0
1556809599,세미앙스튜디오,studio,서울 강남구 논현동 125-9,070-4249-9486,http://place.map.kakao.com/1556809599,37.51218915144,127.026795287296,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,세미앙스튜디오는 다양한 스타일을 제공하는 고급 웨딩 스튜디오입니다.,,0
569747380,어뮤즈하우스,studio,서울 강남구 역삼동 721-31,,http://place.map.kakao.com/569747380,37.499468367712,127.043301707958,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",강남구,100,300,어뮤즈하우스는 현대적이고 자연스러운 웨딩 촬영 스타일을 지향하는 웨딩스튜디오입니다.,,0
1393835722,피아스튜디오,studio,서울 강남구 논현동 125-9,070-4944-1235,http://place.map.kakao.com/1393835722,37.5121963589602,127.026797552033,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""럭셔리""}",강남구,100,300,피아스튜디오는 세련된 모던 감각과 자연스러운 느낌을 살린 웨딩 촬영을 제공합니다.,,0
9025308,S스튜디오 서울본점,studio,서울 서초구 잠원동 47-4,02-545-7860,http://place.map.kakao.com/9025308,37.5101862742262,127.01670786871,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",서초구,100,300,S스튜디오 서울본점은 세련된 모던과 내추럴한 스타일을 강조하는 웨딩 스튜디오입니다.,,0
816077634,세인트지지오티,studio,서울 강남구 역삼동 624-24,02-2298-8888,http://place.map.kakao.com/816077634,37.50330334586657,127.03087595737074,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""럭셔리"",""클래식""}",강남구,100,300,세련된 모던 스타일의 고급 웨딩스튜디오,,0
1148096606,아키스튜디오,studio,서울 강남구 역삼동 609-11,,http://place.map.kakao.com/1148096606,37.5056705307027,127.033296102102,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""클래식"",""로맨틱""}",강남구,100,300,아키스튜디오는 모던하고 클래식한 웨딩 사진 촬영을 전문으로 하는 고급 웨딩 스튜디오입니다.,,0
994791776,꼬모스튜디오,studio,서울 용산구 한남동 743-23,02-2088-2897,http://place.map.kakao.com/994791776,37.5377599265632,126.998755387157,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""로맨틱""}",용산구,100,300,꼬모스튜디오는 다양한 스타일의 웨딩 촬영을 전문으로 하는 스튜디오입니다.,,0
18508575,까미유스냅,studio,서울 강남구 논현동 238-12,02-3442-0266,http://place.map.kakao.com/18508575,37.51551298726632,127.03672779894585,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",강남구,100,300,현대적이고 자연스러운 웨딩 촬영을 제공하는 스튜디오,,0
22249338,느와르블랑하우스,studio,서울 강남구 논현동 35-3,02-516-8444,http://place.map.kakao.com/22249338,37.51607213750223,127.02825810673534,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""럭셔리"",""로맨틱""}",강남구,100,300,최고급 웨딩 촬영 서비스를 제공하는 프리미엄 웨딩 스튜디오,,0
1711256598,리안마리,studio,서울 강남구 청담동 117-38,,http://place.map.kakao.com/1711256598,37.52555956252052,127.04816998322234,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,감각적인 촬영과 세련된 공간으로 특별한 웨딩을 제공합니다.,,0
1323273702,소피소스튜디오,studio,서울 강남구 삼성동 35-13,02-516-8444,http://place.map.kakao.com/1323273702,37.511377590999494,127.04401550435364,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,소피소스튜디오는 모던하고 로맨틱한 분위기를 제공하는 웨딩 스튜디오입니다.,,0
784991303,보어하우스,studio,서울 강남구 역삼동 623-11,02-553-2345,http://place.map.kakao.com/784991303,37.50409912669215,127.03012872184664,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""럭셔리""}",강남구,100,300,보어하우스는 다양한 스타일의 웨딩 촬영을 제공하는 전문 웨딩 스튜디오입니다.,,0
19541357,비슈어,studio,서울 강남구 역삼동 725-18,02-540-3519,http://place.map.kakao.com/19541357,37.4997435027287,127.039807409729,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,비슈어는 모던하고 로맨틱한 스타일의 웨딩 사진을 제공하는 스튜디오입니다.,,0
1041858510,대디롱레그스 에르모소,studio,서울 강남구 논현동 111-35,02-6407-3641,http://place.map.kakao.com/1041858510,37.51902486816302,127.0402022526045,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,모던하고 로맨틱한 촬영 스타일을 제공하는 웨딩 스튜디오,,0
12322436,포에버마인스튜디오,studio,서울 강남구 논현동 56-5,02-514-3530,http://place.map.kakao.com/12322436,37.513172376902176,127.02576181805881,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""클래식""}",강남구,100,300,포에버마인스튜디오는 다양한 스타일을 제공하는 웨딩 스튜디오입니다.,,0
487108207,미루스튜디오,studio,서울 강남구 논현동 77-17,,http://place.map.kakao.com/487108207,37.5176441654223,127.032620461682,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""로맨틱""}",강남구,100,300,미루스튜디오는 세련된 현대적 디자인과 자연스러운 분위기를 강조하는 웨딩 스튜디오입니다.,,0
1190916172,소율스튜디오,studio,서울 강남구 역삼동 608-10,02-558-6619,http://place.map.kakao.com/1190916172,37.5050794547321,127.033354650181,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""럭셔리""}",강남구,100,300,소율스튜디오는 현대적이고 럭셔리한 웨딩 촬영을 전문으로 하는 스튜디오입니다.,,0
1014894349,테레지아스튜디오,studio,서울 강남구 논현동 151-17,02-544-2624,http://place.map.kakao.com/1014894349,37.51115830086171,127.03090068293858,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""클래식"",""로맨틱""}",강남구,100,300,테레지아스튜디오는 다양한 스타일의 웨딩 촬영을 제공하는 현대적인 웨딩스튜디오입니다.,,0
17408875,문스냅,studio,서울 강남구 역삼동 799-16,0505-555-0200,http://place.map.kakao.com/17408875,37.4921178269444,127.038464522017,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",강남구,100,300,모던하고 자연스러운 웨딩 촬영을 전문으로 하는 스튜디오,,0
275397867,미세인트스튜디오,studio,서울 용산구 한남동 1-2,02-514-0416,http://place.map.kakao.com/275397867,37.53735188958387,127.01367143181727,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""럭셔리""}",용산구,100,300,미세인트스튜디오는 다양한 스타일의 웨딩 촬영을 전문으로 하는 스튜디오입니다.,,0
642852151,스튜디오 부겐빌리아,studio,서울 강남구 역삼동 632,02-508-8955,http://place.map.kakao.com/642852151,37.5029860821133,127.031293144027,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,세련되고 로맨틱한 웨딩 사진을 전문으로 하는 스튜디오입니다.,,0
1572929070,멜린스튜디오,studio,서울 강남구 역삼동 629-9,02-553-2468,http://place.map.kakao.com/1572929070,37.5032771779229,127.03428348567128,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,세련된 감각의 웨딩 촬영을 전문으로 하는 스튜디오,,0
1439002465,테이크마인드,studio,서울 서초구 양재동 74,010-2586-5272,http://place.map.kakao.com/1439002465,37.4772863592692,127.03548356262968,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",서초구,100,300,세련된 디자인과 자연스러운 느낌을 제공하는 웨딩스튜디오,,0
1022723241,디하우스스튜디오,studio,서울 강남구 논현동 10-32,02-3446-7707,http://place.map.kakao.com/1022723241,37.5174979446133,127.026446525753,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""럭셔리""}",강남구,100,300,디하우스스튜디오는 다양한 스타일의 웨딩 촬영을 제공하는 전문 웨딩 스튜디오입니다.,,0
19392005,오중석웨딩스튜디오,studio,서울 강남구 역삼동 614-7,02-569-6030,http://place.map.kakao.com/19392005,37.5044137869295,127.029296459712,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,오중석웨딩스튜디오에서 제공하는 다양한 스타일의 웨딩 촬영 솔루션.,,0
7963386,소호스튜디오,studio,서울 강남구 논현동 101-6,02-514-7315,http://place.map.kakao.com/7963386,37.520300926793475,127.03949593569122,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",강남구,100,300,소호스튜디오는 다양한 스타일의 웨딩 촬영을 전문으로 하는 고품격 웨딩스튜디오입니다.,,0
376643896,미모아 스튜디오,studio,서울 강남구 역삼동 633-16,02-518-6566,http://place.map.kakao.com/376643896,37.5018867981429,127.031507560916,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,미모아 스튜디오는 세련되고 로맨틱한 분위기를 자랑하는 웨딩 스튜디오입니다.,,0
1911712146,보넬리가든,studio,서울 서초구 내곡동 1-1256,02-451-6166,http://place.map.kakao.com/1911712146,37.45575415776547,127.07108918005976,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",서초구,100,300,모던하고 내추럴한 웨딩 스타일을 제공하는 스튜디오.,,0
1807436846,바로오늘이그날,studio,서울 강남구 삼성동 26-1,02-6204-6677,http://place.map.kakao.com/1807436846,37.5150682519952,127.04824920464,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강남구,100,300,세련되고 감각적인 웨딩 촬영을 전문으로 하는 스튜디오입니다.,,0
135670825,멜로필드,studio,서울 서대문구 연희동 437-5,,http://place.map.kakao.com/135670825,37.56880424130837,126.92775987165298,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""클래식"",""로맨틱""}",서대문구,100,300,멜로필드는 다양한 스타일의 웨딩촬영을 전문으로 하는 스튜디오입니다.,,0
1832557660,베이스,studio,서울 서대문구 연희동 413-3,070-8064-4133,http://place.map.kakao.com/1832557660,37.5666857302648,126.924448836469,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",서대문구,100,300,고급스러운 분위기와 자연광을 활용한 웨딩 촬영 전문 스튜디오,,0
1344283255,더러비엔,studio,서울 영등포구 영등포동7가 94-13,010-6606-3187,http://place.map.kakao.com/1344283255,37.5245997275667,126.908661477045,"가정,생활 > 결혼 > 웨딩스튜디오",{},영등포구,100,300,모던하고 내추럴한 웨딩스튜디오.,,0
1159397566,보다연희재,studio,서울 서대문구 연희동 200-42,02-512-3512,http://place.map.kakao.com/1159397566,37.57230167297632,126.93037365067258,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",서대문구,100,300,현대적인 감각과 자연스러운 분위기를 강조하는 웨딩스튜디오,,0
1402965863,화이트모티브,studio,서울 마포구 성산동 245-47,02-6346-7711,http://place.map.kakao.com/1402965863,37.55889127183529,126.91156227637715,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",마포구,100,300,화이트모티브는 모던하고 내추럴한 스타일의 웨딩 촬영을 제공하는 전문 스튜디오입니다.,,0
888091191,고유,studio,서울 마포구 마포동 450,010-8859-7353,http://place.map.kakao.com/888091191,37.53703491267041,126.9441004548786,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",마포구,200,500,신부의 아름다움을 강조하는 다채로운 웨딩 패키지를 제공합니다.,,0
1751738708,디와이피포토,studio,서울 마포구 동교동 146-8,0502-5553-8363,http://place.map.kakao.com/1751738708,37.55987176506043,126.92630055165895,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",마포구,100,300,다양한 스타일의 웨딩사진을 전문으로 하는 스튜디오,,0
1355747317,이안로맨스,studio,서울 마포구 상수동 333-16,0503-7151-8310,http://place.map.kakao.com/1355747317,37.5467485785594,126.921857225575,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",마포구,100,300,"모던하고 로맨틱한 분위기의 웨딩스튜디오로, 다양한 촬영 옵션을 제공합니다.",,0
1946074932,앤아워스튜디오,studio,서울 마포구 서교동 378-12,0503-7152-7847,http://place.map.kakao.com/1946074932,37.5521887010307,126.916439833069,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",마포구,100,300,현대적이고 자연 친화적인 웨딩 사진 촬영 전문 스튜디오,,0
26431572,모노페이퍼,studio,서울 서대문구 연희동 200-52,070-4274-1599,http://place.map.kakao.com/26431572,37.573283608310255,126.93012143179021,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",서대문구,100,300,모노페이퍼는 자연광을 활용한 감각적인 웨딩 촬영으로 유명한 웨딩스튜디오입니다.,,0
1294165368,로렌필름,studio,서울 마포구 합정동 372-28,0507-1358-8051,http://place.map.kakao.com/1294165368,37.5473666265525,126.91402469993,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",마포구,100,300,로렌필름은 다양한 스타일의 웨딩 촬영을 제공하는 현대적인 웨딩 스튜디오입니다.,,0
15432520,필스튜디오,studio,서울 마포구 서교동 334-3,,http://place.map.kakao.com/15432520,37.5554028004561,126.927727540976,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""로맨틱""}",마포구,100,300,세련된 웨딩 촬영과 다양한 스타일의 촬영 옵션을 제공하는 스튜디오,,0
565813265,켈리앤수,studio,서울 마포구 연남동 487-61,,http://place.map.kakao.com/565813265,37.56308529857896,126.91763534692105,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""로맨틱""}",마포구,100,300,"서울 마포구에 위치한 웨딩스튜디오로, 다양한 스타일의 촬영을 제공합니다.",,0
925773686,모먼트무브,studio,서울 마포구 망원동 479-18,010-3701-6699,http://place.map.kakao.com/925773686,37.5597420154569,126.90486894829,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",마포구,100,300,"모먼트무브는 현대적이고 자연스러운 웨딩 스튜디오로, 특별한 순간을 담아드립니다.",,0
744370833,큐피도서울,studio,서울 서대문구 연희동 133-25,0503-7154-1835,http://place.map.kakao.com/744370833,37.5685574416666,126.930892165005,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",서대문구,100,300,"세련된 분위기의 웨딩스튜디오로, 다양한 스타일의 촬영 옵션 제공.",,0
10195131,꽃피는봄스튜디오,studio,서울 마포구 서교동 403-21,,http://place.map.kakao.com/10195131,37.5490692833425,126.920110950516,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",마포구,100,300,아름다운 웨딩 촬영을 위한 전문 스튜디오,,0
519037098,가로수필름,studio,서울 마포구 연남동 387-15,,http://place.map.kakao.com/519037098,37.5626779139221,126.92557453998,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",마포구,100,300,자연스러운 분위기에서 현대적인 웨딩 촬영을 제공하는 스튜디오,,0
658435191,그렉앤맷,studio,서울 마포구 성산동 591-4,0507-1489-1436,http://place.map.kakao.com/658435191,37.56479938352657,126.90275043946562,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",마포구,200,300,현대적 감각과 자연스러운 아름다움을 강조하는 웨딩스튜디오입니다.,,0
1598438944,강산픽,studio,서울 마포구 서교동 347-21,010-6527-1089,http://place.map.kakao.com/1598438944,37.55581525366664,126.92452205805523,"가정,생활 > 결혼 > 웨딩스튜디오",{},마포구,100,300,다양한 스타일의 웨딩 촬영을 전문으로 하는 웨딩스튜디오,,0
1707604975,바닐라페이퍼 스튜디오,studio,서울 마포구 성산동 108-11,010-3674-1882,http://place.map.kakao.com/1707604975,37.56275864575494,126.91440995152679,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",마포구,100,300,바닐라페이퍼 스튜디오는 모던하고 내추럴한 웨딩 촬영을 제공하는 스튜디오입니다.,,0
1707120896,더그레이스무비,studio,서울 강서구 등촌동 14-7,070-8670-2490,http://place.map.kakao.com/1707120896,37.564325168549054,126.84787473983418,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강서구,100,300,다양한 스타일의 웨딩 촬영을 전문으로 하는 스튜디오,,0
966485810,프아브르,studio,서울 마포구 합정동 362-11,010-6464-2408,http://place.map.kakao.com/966485810,37.5473694140062,126.917942334479,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""럭셔리""}",마포구,100,300,프아브르는 현대적이고 자연 친화적인 웨딩스튜디오입니다.,,0
1732693096,서울클래식필름,studio,서울 마포구 상암동 33-1,010-3443-9630,http://place.map.kakao.com/1732693096,37.5762925766103,126.895488119855,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식"",""로맨틱""}",마포구,100,300,서울클래식필름은 다양한 스타일의 웨딩 촬영을 제공하는 스튜디오입니다.,,0
200642757,웨딩비디오스튜디오,studio,서울 마포구 서교동 446-60,,http://place.map.kakao.com/200642757,37.5555552462611,126.918324939739,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",마포구,100,300,웨딩비디오스튜디오에서 제공하는 고퀄리티 웨딩 영상 촬영 서비스.,,0
1190091554,하루관,studio,서울 강서구 등촌동 662-3,070-8080-5747,http://place.map.kakao.com/1190091554,37.558502851973,126.847811880138,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",강서구,100,300,세련된 디자인과 아늑한 분위기로 기억에 남는 순간을 제공합니다.,,0
1070375597,에스뜨레아,studio,서울 강서구 등촌동 14-7,,http://place.map.kakao.com/1070375597,37.5642936629566,126.847897441227,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",강서구,100,300,"다양한 스타일을 제공하는 웨딩스튜디오로, 모던하고 자연스러운 촬영을 강조합니다.",,0
14714345,하우스아트웨딩,studio,서울 강서구 등촌동 707-1,02-3661-1053,http://place.map.kakao.com/14714345,37.5618577703544,126.851037561272,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",강서구,100,300,"서울 강서구에 위치한 웨딩스튜디오로, 모던하고 내추럴한 스타일의 촬영을 전문으로 합니다.",,0
1791432816,클래식,studio,서울 마포구 성산동 275-1,0503-7151-7454,http://place.map.kakao.com/1791432816,37.5638373395467,126.907508898026,"가정,생활 > 결혼 > 웨딩스튜디오","{""클래식""}",마포구,100,300,전통적인 클래식 스타일의 웨딩 촬영 전문 업체,,0
854528234,블리스플 웨딩스냅,studio,서울 마포구 상암동 1601,,http://place.map.kakao.com/854528234,37.5801068498846,126.888981102438,"가정,생활 > 결혼 > 웨딩스튜디오","{""내추럴"",""로맨틱""}",마포구,100,300,모던하고 내추럴한 분위기의 웨딩 스냅 촬영 전문 업체,,0
7837803,더페이스스튜디오,studio,서울 마포구 서교동 464-60,02-336-5828,http://place.map.kakao.com/7837803,37.5549386473237,126.917868395543,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",마포구,100,300,더페이스스튜디오는 다양한 스타일의 웨딩 촬영을 제공하는 전문 웨딩 스튜디오입니다.,,0
11152817,좋은사진스튜디오,studio,서울 마포구 서교동 363-24,02-338-5191,http://place.map.kakao.com/11152817,37.5511432597876,126.92263462037,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""클래식""}",마포구,100,300,다양한 촬영 스타일과 편안한 분위기로 특별한 순간을 기록하는 웨딩 스튜디오,,0
66733200,두근거림준,studio,서울 마포구 연남동 567-30,02-332-7095,http://place.map.kakao.com/66733200,37.56025049743317,126.92256748248869,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",마포구,100,300,두근거림준은 내추럴하면서도 모던한 웨딩스튜디오입니다.,,0
604618185,라이브웨딩,studio,서울 서대문구 북아현동 251-43,,http://place.map.kakao.com/604618185,37.557205338086,126.949582349342,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""로맨틱""}",서대문구,100,300,차별화된 웨딩 촬영을 제공하는 스튜디오,,0
8118535,파라클레토스웨딩,studio,서울 영등포구 여의도동 12-5,02-783-0206,http://place.map.kakao.com/8118535,37.5295202491156,126.924150329667,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""로맨틱""}",영등포구,100,300,세련되고 따뜻한 분위기로 다양한 웨딩 스타일 제공,,0
123453479,오블랭크오,studio,서울 마포구 망원동 57-498,,http://place.map.kakao.com/123453479,37.5568162741821,126.908022338916,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴""}",마포구,100,300,세련된 모던 감각과 자연스러운 아름다움을 강조하는 웨딩스튜디오,,0
8358324,리뷰스튜디오,studio,서울 마포구 서교동 476-25,02-322-9017,http://place.map.kakao.com/8358324,37.554703927171,126.912219096799,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""로맨틱""}",마포구,100,300,리뷰스튜디오에서 다양한 스타일의 웨딩 촬영을 제공합니다.,,0
656281037,로엔스냅,studio,서울 마포구 상암동 1660,02-306-4300,http://place.map.kakao.com/656281037,37.5827563050924,126.882099379551,"가정,생활 > 결혼 > 웨딩스튜디오","{""모던"",""내추럴"",""로맨틱""}",마포구,100,300,다양한 스타일의 웨딩 촬영을 제공하는 전문 웨딩 스튜디오.,,0
